Company Name,Orbit,Challenge Area,Industry,Business Model,Website,Featured,Description,Investors,Growth Score,Employees added since last funding,Mindshare Score,Momentum Score,Mattermark URL,Is Raising On AngelList,AngelList Raising Amount,AngelList Pre-Money Valuation,AngelList Raised Amount,Keywords,Employee Count,Employees Month Ago,Employees Added This Month,Employees MoM,Employees 6 Months Ago,Employees Added In 6 Months,Employees 6 Months Growth,Est. Monthly Uniques,Monthly Uniques Week Ago,Monthly Uniques WoW,Monthly Uniques Month Ago,Monthly Uniques MoM,Est. Monthly Mobile Downloads,Mobile Downloads Week Ago,Mobile Downloads WoW,Mobile Downloads Month Ago,Mobile Downloads MoM,Mobile Growth Score,Twitter Followers,Twitter Followers Week Ago,Twitter Followers WoW,Twitter Followers Month Ago,Twitter Followers MoM,Twitter Mentions Last Week,Twitter Mentions 2 Weeks Ago,Twitter Mentions WoW,Twitter Mentions Last Month,Twitter Mentions 2 Months Ago,Twitter Mentions MoM,Facebook Likes,Facebook Likes Week Ago,Facebook Likes Wow,Facebook Likes Month Ago,Facebook Likes MoM,Facebook Talking Last Week,Facebook Talking 2 Weeks Ago,Facebook Talking WoW,Facebook Talking Month Ago,Facebook Talking 2 Months Ago,Facebook Talking MoM,LinkedIn Follows,LinkedIn Follows Week Ago,LinkedIn Follows WoW,LinkedIn Follows Month Ago,LinkedIn Follows MoM,Est. Founding Date,Stage,Total Funding,Last Funding Date,Last Funding Amount,Location,City,Region,State,Country,Continent,Has Mobile App,Months since last funding,New person months since last funding,New funding employee growth
SnapCar,Assurance,Built Environment,hospitality|transportation,B2C,http://snapcar.com,,Snapcar is a taxi service.,Carlson Wagonlit Travel|Charles Petrucelli,119,6,92,-360,https://mattermark.com/app/data/239264/,No,,,,,15,17,-2,-12,11,4,36,4574,3629,26,3439,33,,,,,,,158,,,,,3,0,,7,14,-50,1891,1885,0,1860,2,53,42,26,24,36,-33,70,69,1,65,8,1/1/2012,Pre Series A,2000000,12/9/2014,2000000,paris,paris,,,fra,EU,No,11,40,50000
SnapInspect,Assurance,Built Environment,real estate,B2G,http://snapinspect.com,,"SnapInspect is a simple property inspection app for property managers. Save 75% of the time you spend on inspections. iPhone, Android and web software",,32,,32,-262,https://mattermark.com/app/data/141786/,No,,,,property management,4,4,0,0,3,1,33,1512,1263,20,1767,-14,,,,,,,16,,,,,0,0,,0,0,,,,,,,,,,,,,44,43,2,41,7,1/1/2011,No Known Funding,,,,new york,,new york,NY,usa,NA,No,,,
Social Bicycles,Assurance,Resources,cleantech|internet of things|mobile|transportation,B2B|B2C,http://socialbicycles.com,,Social Bicycles offers affordable and scalable bikeshare technology. Each of our bikes has a GPS-enabled lock that works with regular bike racks.,New York Angels|New York Angels|Esther Dyson|Karl Ulrich,135,16,104,-367,https://mattermark.com/app/data/50132/,No,,,,social media,25,25,0,0,23,2,9,3706,3709,0,3603,3,,235,,235,,0,2094,,,,,18,13,38,49,96,-49,3700,3695,0,3685,0,7,7,0,6,8,-25,271,266,2,251,8,1/1/2011,Pre Series A,1100000,5/1/2013,1100000,new york,new york,new york,NY,usa,NA,Yes,30,336,3273.81
Solar Universe,Assurance,Resources,cleantech|energy|solar power,B2B|B2C,http://solaruniverse.com,,A residential and commercial solar panel installation franchisor with over 40 locations across the country.,RockPort Capital Partners,273,109,73,-332,https://mattermark.com/app/data/56248/solar-universe,No,,,,,214,214,0,0,202,12,6,1960,1975,-1,1478,33,,,,,,,842,,,,,3,5,-40,9,11,-18,,,,,,,,,,,,1498,1471,2,1384,8,1/1/2008,B,7000000,1/25/2011,7000000,bay area,livermore,bay area,CA,usa,NA,No,57,2069,3383.28
Solidia Technologies,Assurance,Resources,cleantech|enterprise software,B2B,http://solidiatech.com,,Solidia Technologies is a techfirm that makes it profitable to use CO for manufacturingconstruction and industrial products.,BASF|Bill Joy|BP Ventures|Bright Capital|Kleiner Perkins Caufield & Byers|Lafarge|Total Energy Ventures|RU-COM|BASF Venture Capital|Kleiner Perkins Caufield & Byers|BP Ventures|Bright Capital,114,6,86,-197,https://mattermark.com/app/data/81091/solidia-technologies,No,,,,,42,41,1,2,37,5,14,54,54,0,15,260,,,,,,,813,,,,,15,2,650,39,148,-74,63,63,0,64,-2,,,,,,,920,915,1,909,1,1/1/2008,C,27000000,12/9/2014,0,chicago,aurora,chicago,IL,usa,NA,No,11,24,0
Sonnenbatterie,Assurance,Resources,cleantech|energy,B2B|B2C,http://sonnenbatterie.de,,"Sonnenbatterie is a global leader in smart energy storage solutions, with its headquarters outside Munich, Germany and North American offices in Los Angeles, CA. Sonnenbatterie has sold over 8,000 smart energy storage units for residential and commercial applications to date. The company utilizes Sony's Fortelion lithium-ion cells in its residential products and boasts an industry-leading 10,000 charge cycles.",Chrysalix SET |eCAPITAL Entrepreneurial Partners AG|Munich Venture Partners|Inven Capital|eCAPITAL Entrepreneurial Partners AG|eCAPITAL Entrepreneurial Partners AG,323,3,304,151,https://mattermark.com/app/data/215846/sonnenbatterie,No,,,,,20,21,-1,-5,16,4,25,22656,16991,33,16218,40,,,,,,,335,,,,,3,3,0,8,33,-76,703,691,2,674,4,10,10,0,7,5,40,138,132,5,112,23,1/1/2010,C,13491790,7/13/2015,0,wildpoldsried,wildpoldsried,,,deu,EU,No,3,12,0
SpotHero,Safety,Mobility & Logistics,mobile|transportation,B2C|Marketplace,http://spothero.com,,"Find, book & save on both daily & monthly parking with convenient garages, lots & valets near your destination using SpotHero's on-demand parking app & website.",OCA Ventures|Lightbank|New World Ventures|Battery Ventures|Techstars|DAN Fund|Insight Venture Partners|OCA Ventures|Pritzker Group Venture Capital|Draper Associates|Bullpen Capital|Battery Ventures|Chicago Ventures|Monkfish Equity|500 Startups|Techstars|Techstars Ventures|Techstars Ventures|Techstars|Lakewest Venture Partners|Bullpen Capital|Battery Ventures|OCA Ventures|Pritzker Group Venture Capital|Lightbank|e.ventures|500 Startups|Chicago Ventures|Draper Associates|Techstars|Pritzker Group Venture Capital|TechStars Excelerate Labs 2012,597,9,372,-460,https://mattermark.com/app/data/54765/spothero,No,,,,android,65,59,6,10,38,27,71,366769,367640,0,360243,2,9953,9796,2,9421,6,0,6410,,,,,62,38,63,165,261,-37,9261,9216,0,9097,2,75,74,1,58,139,-58,874,862,1,790,11,1/1/2011,B,27510000,8/19/2015,20000000,chicago,chicago,chicago,IL,usa,NA,Yes,2,5,4000000
Stem,Assurance,Resources,energy,B2B,http://stem.com,,Stem delivers electricity bill savings to commercial and industrial customers through an integrated solution of cloud-based predictive software and advanced energy storage.,RWE Supply & Trading|GE Ventures|Total Energy Ventures|Angeleno Group|Iberdrola|Constellation NewEnergy|Energy Excelerator|Angeleno Group|Greener Capital|GE Ventures|Angeleno Group,355,8,95,-360,https://mattermark.com/app/data/85612/stem,No,,,,clean energy|sustainability,105,101,4,4,77,28,36,1272,1235,3,881,44,,,,,,,1302,,,,,7,6,17,50,11,355,,,,,,,,,,,,964,949,2,894,8,1/1/2009,C,73097672,8/13/2015,45000000,bay area,millbrae,bay area,CA,usa,NA,No,2,15,3000000
Streetline,Assurance,Built Environment,government|internet of things|mobile,B2B|B2C|SaaS,http://streetline.com,,"From parking sensors to mobile apps and parking data and analytics, Streetline's technologies help you truly understand and effectively manage parking.",Fontinalis Partners|RockPort Capital Partners|Sutter Hill Ventures|True Ventures|Fontinalis Partners|RockPort Capital Partners|Sutter Hill Ventures|Fontinalis Partners|Sutter Hill Ventures|RockPort Capital Partners|True Ventures|Qualcomm Ventures|Sutter Hill Ventures,-28,-44,98,-379,https://mattermark.com/app/data/5365/,No,,,,,26,26,0,0,36,-10,-28,4653,4794,-3,4741,-2,,,,,,,1564,,,,,8,7,14,29,37,-22,363,364,0,362,0,1,1,0,1,1,0,797,795,0,782,2,,Late,50000000,7/1/2014,10000000,bay area,foster city,bay area,CA,usa,NA,No,16,433,23094.69
SunFunder,Assurance,Resources,cleantech|crowdfunding|energy|finance|solar power,B2B,http://sunfunder.com,,Financing solar in emerging markets,Schneider Electric|Better Ventures|Khosla Impact|Better Ventures,109,8,86,-279,https://mattermark.com/app/data/134125/sunfunder,No,,,,emerging markets|social good|solar,17,18,-1,-6,14,3,21,1110,909,22,660,68,,,,,,,2333,,,,,23,16,44,74,133,-44,,,,,,,,,,,,328,324,1,311,5,1/1/2012,A,2500000,11/12/2014,2500000,bay area,san francisco,bay area,CA,usa,NA,No,11,65,38461.54
Sungage,Assurance,Resources,energy|finance,B2C,http://sungage.net,,Sungage Financial helps homeowners save with solar.,,13,,13,107,https://mattermark.com/app/data/150093/sungage,No,,,,solar,20,19,1,5,14,6,43,2,2,0,2,0,,,,,,,112,,,,,0,0,,0,11,-100,238,236,1,234,2,2,2,0,1,2,-50,236,234,1,223,6,1/1/2011,No Known Funding,,,,amherst,amherst,,MA,usa,NA,No,,,
Sunrun,Assurance,Resources,cleantech|energy|solar power,B2B|B2C,http://sunrun.com,,"Sunrun is a United States-based provider of residential solar electricity. Sunrun pioneered the use of solar leasing for residential customers and, depending on the applicable state law, offers customers either a lease or a Power Purchase Agreement (PPA) business model whereby homeowners pay for electricity usage but do not buy solar panels outright, reducing the initial capital outlay required by the homeowner.",Investec|Foundation Capital|Accel Partners|Sequoia Capital|Foundation Capital|Gregory Avis|Parker Weil|Accel Partners|Foundation Capital|Madrone Capital Partners|Accel Partners|Sequoia Capital|Foundation Capital,3079,1039,110,455,https://mattermark.com/app/data/17735/,No,,,,clean energy|solar,1433,1354,79,6,942,491,52,261666,260085,1,253274,3,,,,,,,14911,,,,,57,32,78,165,114,45,15804,15665,1,15294,3,807,603,34,620,418,48,9267,9156,1,8722,6,1/1/2007,Exited (ipo),531600000,5/23/2014,195000000,bay area,san francisco,bay area,CA,usa,NA,No,17,8349,23356.09
Superpedestrian,Assurance,Built Environment,enterprise software|hardware|internet of things|transportation,B2C,http://superpedestrian.com,,"The Copenhagen Wheel transforms your bicycle into a smart electric hybrid, quickly and easily. The Wheel contains a motor, batteries, multiple sensors, wireless connectivity, and an embedded control system. The Wheel learns how you pedal and integrates seamlessly with your motion, multiplying your pedal power 3x--10x. It makes hills feel flat and distances shrink, so you can cycle just about anywhere.",Jared Leto|Paul Sagan|Spark Capital|General Catalyst Partners|Spark Capital|David Karp,295,13,257,-526,https://mattermark.com/app/data/207398/superpedestrian,No,,,,consumer electronics,24,23,1,4,20,4,20,40174,39547,2,42634,-6,,,,,,,4654,,,,,16,16,0,93,222,-58,35357,35347,0,35149,1,97,97,0,432,235,84,763,747,2,717,6,1/1/2012,B,6100000,9/29/2014,4000000,boston,cambridge,boston,MA,usa,NA,No,13,106,37735.85
Sustainable MicroFarms,Assurance,Resources,Food,B2C,https://angel.co/sustainable-microfarms-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swyft,Safety,Mobility & Logistics,transportation,B2C,http://swyftapp.com,,"Swyft helps you compare real-time availability and pricing of local transit options: Subway, Metro, Train, Bus, Taxi, Rideshare",Boost VC Tribe 5,183,5,183,11,https://mattermark.com/app/data/265949/,No,,,,public transit,6,6,0,0,5,1,20,330,302,9,337,-2,4210,4200,0,3584,17,0,3167,,,,,0,3,-100,5,3,67,258,258,0,250,3,5,4,25,4,6,-33,19,18,6,15,27,1/1/2014,Pre Series A,300000,7/1/2014,300000,,,,,,,Yes,16,49,6122.45
T Dispatch,Safety,Mobility & Logistics,transportation,B2B|B2G|B2C,http://tdispatch.com,,"T Dispatch is a revolutionary taxi dispatch system, also for limo & delivery services. Get professional online booking tools & fleet management software.",,73,5,51,-566,https://mattermark.com/app/data/114377/,No,,,,cloud computing|travel,15,17,-2,-12,17,-2,-12,30015,28021,7,14945,101,,,,,,,1098,,,,,0,0,,2,17,-88,464,466,0,462,0,1,1,0,3,2,50,161,160,1,156,3,1/1/2012,Pre Series A,0,11/26/2014,,berlin,berlin,,,,,No,11,55,0
tado° GmbH,Assurance,Resources,consumer electronics|energy|hardware|internet of things|mobile,B2C,http://tado.com,,tado° offers smart thermostats and apps for private homes and small businesses that adjust to the residents’ behavior in real time.,Target Partners|Shortcut Ventures GmbH|Siemens Venture Capital|Statkraft Venture Capital|Target Partners|Shortcut Ventures GmbH|BayBG|Target Partners|Shortcut Ventures GmbH,250,-3,358,-599,https://mattermark.com/app/data/139809/,No,,,,internet of things,50,53,-3,-6,39,11,28,203553,171213,19,139566,46,,,,,,,7779,,,,,80,94,-15,306,397,-23,76789,75114,2,71455,7,715,690,4,1907,1290,48,154,148,4,128,20,1/1/2011,B,33300000,10/7/2015,17100000,munich,munich,,,deu,EU,No,1,0,0
TaxiForSure.com,Assurance,Built Environment,e-commerce|hospitality|transportation|travel,B2C,http://taxiforsure.com,,Radio taxi and cab booking service for India.,Helion Venture Partners|Blume Ventures|Accel Partners|Accel Partners|Bessemer Venture Partners|Helion Venture Partners|Helion Venture Partners|Blume Ventures|Accel Partners|Helion Venture Partners|Accel Partners|Blume Ventures,3042,681,735,-887,https://mattermark.com/app/data/88953/,No,,,,tourism,952,954,-2,0,704,248,35,761073,786823,-3,864970,-12,,89,,185,,0,12835,,,,,450,540,-17,1857,2142,-13,187318,186864,0,181787,3,853,1125,-24,1799,3535,-49,6944,6793,2,6485,7,1/1/2011,Exited (acquired),44000000,8/20/2014,30000000,bangalore,bangalore,,,ind,AS,Yes,14,5255,5708.85
Tevatronic,Assurance,Resources,agriculture,B2C,http://tevatronic.net,,3D Irrigation Controller,,-7,,-7,-112,https://mattermark.com/app/data/192688/,Yes,2500000,7500000,0,home & garden,,,,,,,,3,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,gan yavne,gan yavne,,,isr,AS,Yes,,,
Textizen,Core,Government,government|healthcare|mobile,B2B|B2G,http://textizen.com,,Access. Connect. Engage. It's time to reach people where they are,Code for America Incubator|Code for America Accelerator,25,,25,78,https://mattermark.com/app/data/212827/textizen,No,,,,community,4,4,0,0,4,0,0,17,17,0,15,13,,,,,,,1022,,,,,12,1,1100,25,27,-7,209,209,0,209,0,2,2,0,3,2,50,57,57,0,58,-2,1/1/2013,Exited (acquired),0,,,philadelphia,philadelphia,philadelphia,PA,usa,NA,No,,,
The Constituent,Core,Government,advertising|crowdfunding|government,B2B|B2C,http://the-constituent.com,,The Constituent helps you find your representative and enables you to have your opinion heard.,,17,,17,-68,https://mattermark.com/app/data/177193/the-constituent,No,,,,politics|social media,,,,,,,,13,13,0,11,18,,,,,,,3819,,,,,0,0,,0,9,-100,655,654,0,656,0,2,,,2,1,100,,,,,,,No Known Funding,,,,baltimore,fulton,baltimore,MD,usa,NA,No,,,
The Transit App,Assurance,Built Environment,hospitality|mobile|transportation|travel,B2C|B2G,http://thetransitapp.com,,Map app for public transit,FounderFuel|FounderFuel,161,6,142,-342,https://mattermark.com/app/data/140138/the-transit-app,No,,,,android|ios|iphone|navigation|public transit,11,11,0,0,9,2,22,2328,2403,-3,2624,-11,41463,44379,-7,43287,-4,0,33,,,1046,-97,5,0,,5,6,-17,1401,1333,5,1185,18,81,,,20,9,122,80,80,0,75,7,1/1/2013,Pre Series A,0,4/15/2013,,montreal,montreal,,QC,can,NA,Yes,30,53,0
The Winddrinker,Assurance,Resources,cleantech,,http://thewinddrinker.com,,The Winddrinker make clean drinking water affordable for the poor.,,3,,3,-130,https://mattermark.com/app/data/139859/the-winddrinker,No,,,,water purification,,,,,,,,6,6,0,6,0,,,,,,,146,,,,,0,0,,0,0,,,,,,,,,,,,,,,,,,,No Known Funding,,,,amsterdam,,,,,,No,,,
Therma Flite,Assurance,Resources,agriculture|energy,B2B,http://therma-flite.com,,"Therma-Flite is a reliable manufacturer of thermal desorption and biosolids drying equipment. The specialized areas cover sludge drying, waste management, cooling/heating applications etc. Call today for expertise consultation & professional solutions you need.",XPV Capital,119,37,35,-166,https://mattermark.com/app/data/216680/therma-flite,No,,,,,71,70,1,1,68,3,4,38,36,6,43,-12,,,,,,,42,,,,,0,0,,0,0,,,,,,,,,,,,,1373,1371,0,1366,1,,Unknown,7500000,11/17/2013,7500000,bay area,benicia,bay area,CA,usa,NA,No,23,480,15625
thewinddrinker,Assurance,Resources,Water|Renewable Energy,B2G|B2C,http://www.thewinddrinker.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAFI,Safety,Mobility & Logistics,mobile|transportation|travel,B2C,http://trafi.com,,Real time journey planner.,Octopus Investments|European Bank for Reconstruction and Development (EBRD)|BaltCap|Practica Capital,354,9,261,-479,https://mattermark.com/app/data/195899/,No,,,,android|public transit|social travel,26,25,1,4,15,11,73,7490,6470,16,8902,-16,606,606,0,186,226,0,707,,,,,1,0,,3,9,-67,8556,8561,0,8542,0,12,24,-50,77,25,208,76,75,1,73,4,,A,6500000,5/19/2015,6500000,london,london,london,,gbr,EU,Yes,5,23,282608.7
Transcend,Assurance,Resources,agriculture|cleantech|hardware,B2B,http://transcendlighting.com,,"Transcend has developed a patent-pending lighting system that specifically stimulates the photosynthetic process, while also cutting farms' energy use by as much as 70 percent.",Y Combinator|Y Combinator|YC Summer 2015,165,0,165,-82,https://mattermark.com/app/data/11015894/,No,,,,horticulture|lighting|sustainability,2,2,0,0,,,,914,913,0,93,883,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/2012,Pre Series A,120000,8/18/2015,120000,bay area,san francisco,bay area,CA,usa,NA,No,2,0,0
Transit Screen,Assurance,Built Environment,advertising|internet of things|real estate|transportation,B2B|B2C,http://transitscreen.com,,"Sustainable Urban Mobility. Smart Signage. Transportation Data. Working w/ Smart Cities, Employers, Universities & Building Owners.",Energy Excelerator,185,13,102,-223,https://mattermark.com/app/data/148629/transit-screen,No,,,,internet of things|mobile apps|public transit|wireless,21,20,1,5,11,10,91,516,514,0,720,-28,,,,,,,1926,,,,,27,30,-10,122,142,-14,165,163,1,162,2,1,1,0,1,1,0,101,98,3,89,13,1/1/2012,Pre Series A,675000,3/12/2015,600000,washington d.c.,arlington,washington d.c.,VA,usa,NA,No,7,66,9090.91
Trilliant,Assurance,Resources,energy|enterprise software|hardware|internet of things,B2B,http://trilliantinc.com,,"Trilliant helps deploy a broad set of smart grid initiatives such as advanced metering, distribution automation, demand response and distributed energy resources.",MissionPoint Capital Partners|Zouk Capital|ABB Technology Ventures|Selby Ventures|Investor Growth Capital|Zouk Capital|MissionPoint Capital Partners|GE Capital|VantagePoint Capital Partners|General Electric|GE Capital|Investor Growth Capital|VantagePoint Capital Partners|UMC Capital|General Electric,146,61,31,-111,https://mattermark.com/app/data/6564/trilliant,No,,,,smart grid,227,208,19,9,201,26,13,881,1251,-30,2529,-65,,,,,,,2611,,,,,2,0,,4,8,-50,,,,,,,,,,,,2369,2363,0,2321,2,1/1/1985,B,146000000,12/21/2010,0,bay area,redwood city,bay area,CA,usa,NA,No,58,683,0
UniKey Technologies,Assurance,Built Environment,hardware|internet of things,B2C,http://unikey.com,,Kevo smart lock powered by UniKey,Shark Tank|Asset Management Ventures (AMV)|AXCIT Capital Partners|Broadway Angels|CBRE Group|ff Venture Capital|Samsung|Haas Portman|Oriza Holdings|ff Venture Capital|Shark Tank Season 3,166,13,69,-378,https://mattermark.com/app/data/91360/unikey-technologies,No,,,,consumer electronics,40,39,1,3,27,13,48,4199,3965,6,3758,12,,,,,,,1974,,,,,43,146,-71,235,85,176,4469,4465,0,4390,2,51,55,-7,30,28,7,247,238,4,229,8,1/1/2010,A,12600000,4/15/2015,10000000,winter park,winter park,,FL,usa,NA,No,6,72,138888.89
Urban Engines,Safety,Mobility & Logistics,analytics|mobile|transportation,B2G,http://urbanengines.com,,Urban Engines reduces congestion by combining insights and incentives to ease the time and stress of daily commutes.,,154,,154,0,https://mattermark.com/app/data/274688/,No,,,,big data,,,,,,,,2800,3564,-21,3016,-7,,353,,448,,0,899,,,,,50,6,733,69,40,73,281,281,0,279,1,6,5,20,16,13,23,,,,,,,Pre Series A,0,,,bay area,los altos,bay area,CA,usa,NA,Yes,,,
Urbanflow Engine,Core,Government,Urban Planning,B2G,http://urbanflowengine.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urjanet,Assurance,Resources,energy|enterprise software,B2B,http://urjanet.com,,"Urjanet automates the collection and delivery of energy data. Better data gives you better insight, helping reduce energy spend and usage. #BigData",Grotech Ventures|GRA Venture Fund|Imlay Investments|GRA Venture Fund|Imlay Investments|Osage University Partners|Correlation Ventures,210,60,97,-265,https://mattermark.com/app/data/70047/urjanet,No,,,,,77,75,2,3,69,8,12,690,830,-17,1202,-43,,,,,,,430,,,,,1,0,,23,28,-18,5,5,0,5,0,1,,,1,,,438,435,1,426,3,1/1/2010,B,8200000,12/14/2012,2000000,atlanta,atlanta,atlanta,GA,usa,NA,No,34,944,2118.64
Urjas,Assurance,Resources,agriculture|cleantech|energy,B2B,http://urjas.com,,"At Urjas we build next generation agro and plastic waste to clean energy technologies.

Urjas multi-fuel gasifiers can work with a variety of agro-wastes to generate high quality producer gas which can replace fossil fuels used today for heating in industries.",Aniruddha Malpani,126,2,101,42,https://mattermark.com/app/data/10945882/,No,,,,,4,3,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,202,199,2,187,8,8,7,14,3,3,0,,,,,,1/1/2012,Pre Series A,100000,3/28/2015,100000,mumbai,mumbai,,,ind,AS,No,7,4,25000
Vacant Voices,Core,Government,Urban Planning,B2G,Http://VacantVoices.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ValetAnywhere,Safety,Mobility & Logistics,consumer services|mobile|transportation,B2C,http://valetanywhere.com,,On-Demand NYC Valet Parking via ValetAnywhere,AngelPad|Urban.Us|CyberAgent Ventures|AngelPad|Urban.Us|Tusk Ventures|AngelPad Spring 2014,259,9,205,-330,https://mattermark.com/app/data/268213/,No,,,,,18,16,2,13,9,9,100,1079,891,21,780,38,,,,,,,119,,,,,0,0,,0,1,-100,818,819,0,821,0,3,3,0,2,9,-78,56,53,6,49,14,1/1/2014,Pre Series A,1400000,2/2/2015,1400000,new york,new york,new york,NY,usa,NA,No,9,33,42424.24
Valor Water,Assurance,Resources,analytics|cleantech|finance,B2B|Consulting,http://valorwater.com,,Valor Water Analytics combines world-class analytics and deep experience in the water sector to provide utilities with solutions-oriented analytics to inform financial and water resource decision-making.,Y Combinator|Tumml|YC Winter 2015,168,6,147,13,https://mattermark.com/app/data/269115/,No,,,,big data,8,6,2,33,4,4,100,153,104,47,109,40,,,,,,,212,,,,,0,0,,1,1,0,93,93,0,90,3,2,2,0,2,,,37,34,9,30,23,1/1/2013,Pre Series A,120000,8/20/2014,120000,bay area,san francisco,bay area,CA,usa,NA,No,14,25,4800
Verengo Solar,Assurance,Resources,cleantech|energy|enterprise software|marketing|solar power,B2B|B2C,http://verengosolar.com,,Provides residential solar products and services to help homeowners conserve energy.,Angeleno Group,-229,-64,66,-142,https://mattermark.com/app/data/55587/verengo-solar,No,,,,sales|solar|sustainability,392,387,5,1,422,-30,-7,10192,8691,17,8858,15,,,,,,,2747,,,,,3,2,50,15,17,-12,,,,,,,,,,,,3773,3758,0,3680,3,1/1/2008,Late,27099985,1/30/2015,4900000,los angeles,torrance,los angeles,CA,usa,NA,No,9,448,10937.5
VIA Analytics,Safety,Mobility & Logistics,Mobility|Public Transit,B2G,Http://v-a.io,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Via Transportation,Safety,Mobility & Logistics,social networking|transportation,B2C,http://ridewithvia.com,,Luxury Ridesharing. Shared rides in a premium SUV or Mercedes van. As fast as a taxi at a fraction of the price.,Pitango Venture Capital|Hearst Ventures|Ervington Investments|83North|Expansion Venture Capital,546,25,375,78,https://mattermark.com/app/data/101586/via-transportation,No,,,,,41,37,4,11,18,23,128,10129,11110,-9,11012,-8,4083,4016,2,3826,7,0,1058,,,,,22,44,-50,113,68,66,2572,2528,2,2266,14,55,123,-55,233,81,188,109,104,5,90,21,1/1/2012,B,37064136,4/2/2015,27000000,new york,new york,new york,NY,usa,NA,Yes,7,92,293478.26
ViZn Energy,Assurance,Resources,energy,B2B,http://viznenergy.com,,Storing and Delivering Tomorrow's Energy,,139,11,61,-219,https://mattermark.com/app/data/190152/vizn-energy,Yes,10000000,50000000,0,clean energy|sustainability,29,30,-1,-3,21,8,38,292,383,-24,234,25,,,,,,,145,,,,,0,0,,1,10,-90,,,,,,,,,,,,130,127,2,115,13,,B,24000000,2/10/2015,17000000,columbia falls,columbia falls,,MT,usa,NA,No,9,60,283333.33
Volo,Safety,Mobility & Logistics,Mobility|Parking,B2C,http://volo.io,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volta Industries,Assurance,Resources,advertising|automotive|cleantech,B2B|B2C,http://voltacharging.com,,Volta partners with brands to build free electric car charging networks for communities.,Three Bridges Ventures|Volta Ventures|Pierre Omidyar|EPIC Ventures,165,5,104,3,https://mattermark.com/app/data/162927/volta-industries,No,,,,electric vehicles|location based services (lbs),28,27,1,4,18,10,56,728,665,9,558,30,,,,,,,650,,,,,3,4,-25,20,14,43,1890,1887,0,1878,1,5,5,0,4,11,-64,244,238,3,221,10,1/1/2010,A,8320000,6/10/2015,4500000,honolulu,honolulu,,HI,usa,NA,No,5,17,264705.88
Water Status,Assurance,Resources,Water,B2C,http://waterstatus.splashthat.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Watershed Materials,Assurance,Resources,Construction|Energy Efficiency,B2B,Http://watershedmaterials.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WaterSmart Software,Assurance,Resources,analytics|cleantech,B2B,http://watersmartsoftware.com,,Customer engagement and water-use efficiency for water utilities,Apsara Capital|Draper Fisher Jurvetson (DFJ)|Physic Ventures|The Westly Group|Draper Fisher Jurvetson (DFJ)|Apsara Capital|Physic Ventures|The Westly Group|Draper Fisher Jurvetson (DFJ)|Sand Hill Angels |Physic Ventures|Sand Hill Angels |Draper Fisher Jurvetson (DFJ)|Physic Ventures,122,9,58,10,https://mattermark.com/app/data/64118/,No,,,,sustainability,42,41,1,2,34,8,24,2,10,-80,98,-98,,,,,,,5279,,,,,163,92,77,409,340,20,331,331,0,325,2,6,6,0,9,9,0,450,437,3,417,8,1/1/2009,B,13350000,4/7/2015,7000000,bay area,san francisco,bay area,CA,usa,NA,No,7,39,179487.18
WatrHub,Assurance,Resources,analytics|cleantech,B2B,http://watrhub.com,,WatrHub Inc. is an award-winning data & analytics company that delivers actionable intelligence for the Water Industry to enable faster and,SURGE|SURGE,118,2,47,0,https://mattermark.com/app/data/123140/,No,,,,big data,9,7,2,29,9,0,0,17,40,-58,35,-51,,,,,,,2257,,,,,4,1,300,6,0,,176,176,0,171,3,1,1,0,2,3,-33,87,87,0,81,7,1/1/2011,Pre Series A,487000,10/5/2015,487000,toronto,toronto,,ON,can,NA,No,1,0,0
